# data for fftturbine.C

-4.98448 0.52
-4.9844 0.48
-4.98432 0.44
-4.98424 0.36
-4.98416 0.32
-4.98408 0.28
-4.984 0.28
-4.98392 0.2
-4.98384 0.16
-4.98376 0.12
-4.98368 0.04
-4.9836 8.9407e-10
-4.98352 -0.04
-4.98344 -0.08
-4.98336 -0.16
-4.98328 -0.2
-4.9832 -0.24
-4.98312 -0.28
-4.98304 -0.36
-4.98296 -0.4
-4.98288 -0.44
-4.9828 -0.48
-4.98272 -0.52
-4.98264 -0.6
-4.98256 -0.6
-4.98248 -0.64
-4.9824 -0.72
-4.98232 -0.76
-4.98224 -0.8
-4.98216 -0.84
-4.98208 -0.88
-4.982 -0.88
-4.98192 -0.92
-4.98184 -0.96
-4.98176 -0.96
-4.98168 -1
-4.9816 -1.04
-4.98152 -1.08
-4.98144 -1.08
-4.98136 -1.08
-4.98128 -1.12
-4.9812 -1.12
-4.98112 -1.08
-4.98104 -1.12
-4.98096 -1.12
-4.98088 -1.12
-4.9808 -1.12
-4.98072 -1.12
-4.98064 -1.08
-4.98056 -1.08
-4.98048 -1.04
-4.9804 -1
-4.98032 -1
-4.98024 -1
-4.98016 -0.96
-4.98008 -0.92
-4.98 -0.92
-4.97992 -0.84
-4.97984 -0.84
-4.97976 -0.8
-4.97968 -0.76
-4.9796 -0.72
-4.97952 -0.68
-4.97944 -0.64
-4.97936 -0.6
-4.97928 -0.56
-4.9792 -0.52
-4.97912 -0.44
-4.97904 -0.4
-4.97896 -0.36
-4.97888 -0.32
-4.9788 -0.28
-4.97872 -0.24
-4.97864 -0.2
-4.97856 -0.12
-4.97848 -0.04
-4.9784 -0.04
-4.97832 0.04
-4.97824 0.08
-4.97816 0.16
-4.97808 0.2
-4.978 0.24
-4.97792 0.28
-4.97784 0.36
-4.97776 0.4
-4.97768 0.48
-4.9776 0.52
-4.97752 0.56
-4.97744 0.6
-4.97736 0.68
-4.97728 0.72
-4.9772 0.76
-4.97712 0.8
-4.97704 0.84
-4.97696 0.88
-4.97688 0.92
-4.9768 0.96
-4.97672 1
-4.97664 1.04
-4.97656 1.04
-4.97648 1.08
-4.9764 1.12
-4.97632 1.12
-4.97624 1.16
-4.97616 1.16
-4.97608 1.2
-4.976 1.2
-4.97592 1.2
-4.97584 1.2
-4.97576 1.2
-4.97568 1.2
-4.9756 1.2
-4.97552 1.2
-4.97544 1.2
-4.97536 1.16
-4.97528 1.16
-4.9752 1.12
-4.97512 1.12
-4.97504 1.04
-4.97496 1.08
-4.97488 1.08
-4.9748 1
-4.97472 1
-4.97464 0.92
-4.97456 0.92
-4.97448 0.88
-4.9744 0.8
-4.97432 0.76
-4.97424 0.76
-4.97416 0.68
-4.97408 0.64
-4.974 0.64
-4.97392 0.56
-4.97384 0.48
-4.97376 0.44
-4.97368 0.4
-4.9736 0.36
-4.97352 0.28
-4.97344 0.24
-4.97336 0.16
-4.97328 0.12
-4.9732 0.08
-4.97312 8.9407e-10
-4.97304 8.9407e-10
-4.97296 -0.08
-4.97288 -0.12
-4.9728 -0.2
-4.97272 -0.24
-4.97264 -0.28
-4.97256 -0.32
-4.97248 -0.4
-4.9724 -0.44
-4.97232 -0.52
-4.97224 -0.56
-4.97216 -0.64
-4.97208 -0.68
-4.972 -0.72
-4.97192 -0.8
-4.97184 -0.8
-4.97176 -0.88
-4.97168 -0.92
-4.9716 -0.96
-4.97152 -1
-4.97144 -1.04
-4.97136 -1.08
-4.97128 -1.12
-4.9712 -1.16
-4.97112 -1.16
-4.97104 -1.2
-4.97096 -1.2
-4.97088 -1.24
-4.9708 -1.24
-4.97072 -1.28
-4.97064 -1.24
-4.97056 -1.28
-4.97048 -1.28
-4.9704 -1.28
-4.97032 -1.28
-4.97024 -1.28
-4.97016 -1.28
-4.97008 -1.24
-4.97 -1.24
-4.96992 -1.2
-4.96984 -1.2
-4.96976 -1.16
-4.96968 -1.16
-4.9696 -1.12
-4.96952 -1.08
-4.96944 -1
-4.96936 -1
-4.96928 -0.92
-4.9692 -0.88
-4.96912 -0.84
-4.96904 -0.8
-4.96896 -0.76
-4.96888 -0.72
-4.9688 -0.64
-4.96872 -0.6
-4.96864 -0.56
-4.96856 -0.48
-4.96848 -0.44
-4.9684 -0.36
-4.96832 -0.36
-4.96824 -0.28
-4.96816 -0.24
-4.96808 -0.2
-4.968 -0.12
-4.96792 8.9407e-10
-4.96784 8.9407e-10
-4.96776 0.08
-4.96768 0.12
-4.9676 0.2
-4.96752 0.28
-4.96744 0.32
-4.96736 0.36
-4.96728 0.44
-4.9672 0.52
-4.96712 0.56
-4.96704 0.64
-4.96696 0.68
-4.96688 0.76
